"����","γ��","ҵ��ʱ��","��Ƭ��¼����","��·����","��γ��","�ϳ�վ��","ʵ��վ��"
114.051582,22.518283,2014-06-09 17:07:00,290723716,"68·","114.051582,22.518283",8,12
114.07183,22.654916,2014-06-09 09:06:00,330143870,"68·","114.07183,22.654916",28,39
114.061752,22.639299,2014-06-09 09:18:00,290594891,"68·","114.061752,22.639299",11,34
114.075202,22.544282,2014-06-09 10:17:00,364023514,"68·","114.075202,22.544282",9,17
114.029953,22.527999,2014-06-09 10:44:00,660563517,"68·","114.029953,22.527999",4,10
114.076148,22.546316,2014-06-09 12:50:00,360449805,"68·","114.076148,22.546316",9,17
114.040046,22.605632,2014-06-09 13:07:00,326359212,"68·","114.040046,22.605632",32,26
114.063163,22.655567,2014-06-09 10:20:00,329344768,"68·","114.063163,22.655567",1,37
114.032897,22.641082,2014-06-09 10:39:00,328066307,"68·","114.032897,22.641082",2,31
114.032066,22.638099,2014-06-09 10:40:00,23212169,"68·","114.032066,22.638099",2,31
114.038093,22.615995,2014-06-09 10:52:00,361099368,"68·","114.038093,22.615995",10,30
114.062416,22.563116,2014-06-09 11:10:00,329685853,"68·","114.062416,22.563116",31,21
113.940444,22.544384,2014-06-09 12:47:00,327371205,"68·","113.940444,22.544384",6,3
113.994934,22.527465,2014-06-09 12:59:00,22024417,"68·","113.994934,22.527465",18,7
114.029953,22.527482,2014-06-09 13:04:00,324399429,"68·","114.029953,22.527482",4,10
114.044349,22.6387,2014-06-09 14:05:00,297810566,"68·","114.044349,22.6387",2,31
114.052848,22.63655,2014-06-09 15:27:00,293440843,"68·","114.052848,22.63655",12,33
114.035232,22.642467,2014-06-09 15:35:00,292078423,"68·","114.035232,22.642467",2,31
114.035499,22.524766,2014-06-09 16:42:00,280784416,"68·","114.035499,22.524766",5,11
113.940635,22.560684,2014-06-09 17:33:00,328255494,"68·","113.940635,22.560684",17,2
113.945182,22.534749,2014-06-09 17:48:00,251323257,"68·","113.945182,22.534749",29,4
113.946701,22.530166,2014-06-09 17:50:00,326623227,"68·","113.946701,22.530166",3,5
114.037986,22.641666,2014-06-09 09:42:00,292036445,"68·","114.037986,22.641666",2,31
114.035652,22.6207,2014-06-09 09:53:00,292102573,"68·","114.035652,22.6207",10,30
114.040084,22.605382,2014-06-09 09:59:00,328110497,"68·","114.040084,22.605382",32,26
114.072166,22.543132,2014-06-09 10:26:00,23056714,"68·","114.072166,22.543132",9,17
114.063262,22.655849,2014-06-09 09:59:00,326952174,"68·","114.063262,22.655849",1,37
114.067497,22.543333,2014-06-09 11:11:00,330151089,"68·","114.067497,22.543333",0,37
114.072097,22.654666,2014-06-09 14:33:00,292895008,"68·","114.072097,22.654666",28,39
114.034721,22.625335,2014-06-09 15:06:00,322514786,"68·","114.034721,22.625335",10,30
113.940467,22.545166,2014-06-09 16:34:00,280754657,"68·","113.940467,22.545166",6,3
114.023147,22.531616,2014-06-09 16:51:00,20099343,"68·","114.023147,22.531616",26,9
114.065963,22.659067,2014-06-09 10:55:00,329863526,"68·","114.065963,22.659067",1,37
114.039833,22.641016,2014-06-09 11:12:00,660536684,"68·","114.039833,22.641016",2,31
114.031715,22.637449,2014-06-09 11:17:00,327520569,"68·","114.031715,22.637449",2,31
114.038368,22.614656,2014-06-09 11:27:00,322587519,"68·","114.038368,22.614656",10,30
113.945152,22.53375,2014-06-09 12:27:00,293971980,"68·","113.945152,22.53375",29,4
114.034629,22.642599,2014-06-09 14:25:00,326203204,"68·","114.034629,22.642599",2,31
114.071853,22.654916,2014-06-09 15:43:00,330708825,"68·","114.071853,22.654916",28,39
114.063148,22.65555,2014-06-09 16:35:00,322466643,"68·","114.063148,22.65555",1,37
114.040466,22.610317,2014-06-09 17:17:00,322900144,"68·","114.040466,22.610317",19,28
114.065032,22.537982,2014-06-09 17:50:00,320942070,"68·","114.065032,22.537982",21,15
114.039268,22.5226,2014-06-09 09:06:00,325284149,"68·","114.039268,22.5226",5,11
114.033851,22.626832,2014-06-09 10:09:00,329445008,"68·","114.033851,22.626832",10,30
114.071586,22.65505,2014-06-09 11:41:00,323979507,"68·","114.071586,22.65505",28,39
114.039352,22.52255,2014-06-09 14:08:00,325336373,"68·","114.039352,22.52255",5,11
113.945053,22.533634,2014-06-09 09:01:00,325828226,"68·","113.945053,22.533634",29,4
114.0232,22.5316,2014-06-09 09:20:00,320790975,"68·","114.0232,22.5316",26,9
114.040519,22.609683,2014-06-09 12:07:00,326547166,"68·","114.040519,22.609683",19,28
114.076034,22.545217,2014-06-09 17:50:00,326706916,"68·","114.076034,22.545217",9,17
114.063018,22.537233,2014-06-09 09:57:00,325787529,"68·","114.063018,22.537233",21,15
114.032569,22.629566,2014-06-09 12:50:00,20492903,"68·","114.032569,22.629566",10,30
114.029197,22.528366,2014-06-09 13:42:00,361406688,"68·","114.029197,22.528366",4,10
114.030319,22.52725,2014-06-09 15:19:00,290885178,"68·","114.030319,22.52725",4,10
114.043327,22.520212,2014-06-09 15:24:00,328346039,"68·","114.043327,22.520212",8,12
114.044128,22.5198,2014-06-09 15:24:00,325718780,"68·","114.044128,22.5198",8,12
114.06488,22.537433,2014-06-09 15:38:00,326260479,"68·","114.06488,22.537433",21,15
114.039886,22.640966,2014-06-09 11:41:00,322164082,"68·","114.039886,22.640966",2,31
114.064865,22.53795,2014-06-09 12:22:00,661539392,"68·","114.064865,22.53795",21,15
114.058967,22.519649,2014-06-09 13:53:00,326439688,"68·","114.058967,22.519649",25,14
114.063682,22.537399,2014-06-09 13:59:00,320361333,"68·","114.063682,22.537399",21,15
114.075767,22.542333,2014-06-09 14:05:00,281114242,"68·","114.075767,22.542333",9,17
114.046699,22.518949,2014-06-09 17:40:00,151102156,"68·","114.046699,22.518949",8,12
114.039947,22.605516,2014-06-09 11:14:00,361138043,"68·","114.039947,22.605516",32,26
114.037017,22.617465,2014-06-09 11:23:00,294029389,"68·","114.037017,22.617465",10,30
114.037017,22.617465,2014-06-09 11:23:00,293040960,"68·","114.037017,22.617465",10,30
113.94075,22.540616,2014-06-09 15:07:00,323815719,"68·","113.94075,22.540616",6,3
113.940414,22.548408,2014-06-09 15:54:00,328204212,"68·","113.940414,22.548408",6,3
114.073417,22.542932,2014-06-09 10:23:00,329882984,"68·","114.073417,22.542932",9,17
114.033935,22.626565,2014-06-09 10:56:00,328250356,"68·","114.033935,22.626565",10,30
114.062881,22.655099,2014-06-09 12:56:00,329463281,"68·","114.062881,22.655099",1,37
114.059448,22.638433,2014-06-09 17:02:00,293842492,"68·","114.059448,22.638433",12,33
114.043251,22.520349,2014-06-09 15:40:00,321876013,"68·","114.043251,22.520349",8,12
114.040382,22.611166,2014-06-09 16:29:00,326779760,"68·","114.040382,22.611166",19,28
114.043739,22.520059,2014-06-09 10:47:00,660544828,"68·","114.043739,22.520059",8,12
114.072135,22.654684,2014-06-09 13:26:00,251069044,"68·","114.072135,22.654684",28,39
114.06855,22.659349,2014-06-09 13:27:00,50577083,"68·","114.06855,22.659349",34,38
114.036865,22.617517,2014-06-09 14:34:00,326312987,"68·","114.036865,22.617517",10,30
113.940414,22.549299,2014-06-09 16:57:00,329546635,"68·","113.940414,22.549299",6,3
113.940696,22.540016,2014-06-09 17:00:00,20153688,"68·","113.940696,22.540016",6,3
113.945068,22.537216,2014-06-09 10:53:00,281032988,"68·","113.945068,22.537216",29,4
114.047035,22.518667,2014-06-09 11:15:00,322595487,"68·","114.047035,22.518667",8,12
114.064689,22.537666,2014-06-09 11:25:00,80361573,"68·","114.064689,22.537666",21,15
114.073616,22.542949,2014-06-09 11:29:00,329529433,"68·","114.073616,22.542949",9,17
114.045516,22.59885,2014-06-09 11:47:00,293419866,"68·","114.045516,22.59885",24,25
114.032798,22.629484,2014-06-09 12:00:00,296074084,"68·","114.032798,22.629484",10,30
114.031646,22.637199,2014-06-09 14:15:00,329686328,"68·","114.031646,22.637199",2,31
114.046615,22.518983,2014-06-09 15:11:00,293036007,"68·","114.046615,22.518983",8,12
113.940567,22.544649,2014-06-09 16:44:00,680125833,"68·","113.940567,22.544649",6,3
113.945098,22.533132,2014-06-09 16:49:00,330835852,"68·","113.945098,22.533132",29,4
113.995315,22.5277,2014-06-09 16:59:00,293826304,"68·","113.995315,22.5277",18,7
114.063285,22.52535,2014-06-09 17:19:00,290632122,"68·","114.063285,22.52535",25,14
114.040153,22.605667,2014-06-09 17:48:00,323330730,"68·","114.040153,22.605667",32,26
114.040466,22.610466,2014-06-09 17:50:00,293871841,"68·","114.040466,22.610466",19,28
113.940582,22.544633,2014-06-09 09:48:00,323662653,"68·","113.940582,22.544633",6,3
114.034553,22.625299,2014-06-09 13:28:00,23485430,"68·","114.034553,22.625299",10,30
114.076416,22.5445,2014-06-09 13:58:00,321791317,"68·","114.076416,22.5445",9,17
114.063301,22.528566,2014-06-09 14:06:00,291643433,"68·","114.063301,22.528566",25,14
113.940567,22.559165,2014-06-09 15:25:00,326479525,"68·","113.940567,22.559165",17,2
114.038185,22.6154,2014-06-09 16:53:00,322895873,"68·","114.038185,22.6154",10,30
113.94062,22.540466,2014-06-09 09:09:00,323443939,"68·","113.94062,22.540466",6,3
114.061431,22.651849,2014-06-09 12:08:00,324707873,"68·","114.061431,22.651849",13,36
114.035217,22.622116,2014-06-09 12:30:00,320375375,"68·","114.035217,22.622116",10,30
113.940368,22.5489,2014-06-09 14:16:00,290059960,"68·","113.940368,22.5489",6,3
114.042381,22.639482,2014-06-09 14:29:00,360638863,"68·","114.042381,22.639482",2,31
114.072181,22.543083,2014-06-09 15:15:00,291088718,"68·","114.072181,22.543083",9,17
113.940635,22.560333,2014-06-09 16:59:00,324408771,"68·","113.940635,22.560333",17,2
114.023132,22.531583,2014-06-09 10:16:00,330706056,"68·","114.023132,22.531583",26,9
114.059516,22.638383,2014-06-09 11:31:00,291501138,"68·","114.059516,22.638383",12,33
114.03173,22.637845,2014-06-09 13:32:00,326605530,"68·","114.03173,22.637845",2,31
114.037651,22.616117,2014-06-09 13:46:00,294181149,"68·","114.037651,22.616117",10,30
114.062965,22.528417,2014-06-09 14:20:00,320640683,"68·","114.062965,22.528417",25,14
114.023368,22.531566,2014-06-09 15:53:00,360878596,"68·","114.023368,22.531566",26,9
114.030464,22.527267,2014-06-09 15:55:00,294429675,"68·","114.030464,22.527267",4,10
114.073532,22.542865,2014-06-09 16:19:00,328671250,"68·","114.073532,22.542865",9,17
113.943565,22.539432,2014-06-09 10:10:00,296181041,"68·","113.943565,22.539432",29,4
113.94815,22.530067,2014-06-09 10:14:00,326431947,"68·","113.94815,22.530067",3,5
114.039436,22.522516,2014-06-09 10:27:00,360492174,"68·","114.039436,22.522516",5,11
114.032302,22.639583,2014-06-09 13:33:00,22026036,"68·","114.032302,22.639583",2,31
114.032768,22.629682,2014-06-09 13:39:00,327424592,"68·","114.032768,22.629682",10,30
114.062332,22.5636,2014-06-09 14:04:00,361384480,"68·","114.062332,22.5636",31,21
114.054031,22.518291,2014-06-09 16:20:00,151016056,"68·","114.054031,22.518291",8,12
